customer_id,ltv,churn_probability,customer_segment,retention_priority_score,retention_priority,recommended_action
6198-RTPMF,1574.1999999999998,0.0,Low Priority,7.36,Low,Standard customer engagement
7668-XCFYV,1573.35,0.0,Low Priority,7.36,Low,Standard customer engagement
7311-MQJCH,97.75,0.115,Low Priority,7.36,Low,Standard customer engagement
6100-QQHEB,1573.35,0.0,Low Priority,7.36,Low,Standard customer engagement
1862-SKORY,1572.0,0.0,Low Priority,7.35,Low,Standard customer engagement
7325-ENZFI,1571.6999999999998,0.0,Low Priority,7.35,Low,Standard customer engagement
5353-WILCI,1569.4,0.0,Low Priority,7.34,Low,Standard customer engagement
6345-FZOQH,1373.1,0.015,Low Priority,7.32,Low,Standard customer engagement
0946-FKYTX,1565.2,0.0,Low Priority,7.32,Low,Standard customer engagement
1468-DEFNC,1561.6,0.0,Low Priority,7.31,Low,Standard customer engagement
4023-RTIQM,1562.4,0.0,Low Priority,7.31,Low,Standard customer engagement
4558-FANTW,1561.4499999999998,0.0,Low Priority,7.31,Low,Standard customer engagement
9361-YNQWJ,1561.6,0.0,Low Priority,7.31,Low,Standard customer engagement
6839-ITVZJ,1561.3,0.0,Low Priority,7.3,Low,Standard customer engagement
7729-XBTWX,1303.5,0.02,Low Priority,7.3,Low,Standard customer engagement
2967-MXRAV,18.8,0.12,Low Priority,7.29,Low,Standard customer engagement
1396-QWFBJ,1555.05,0.0,Low Priority,7.28,Low,Standard customer engagement
8780-IHCRN,1552.9499999999998,0.0,Low Priority,7.27,Low,Standard customer engagement
3606-SBKRY,1551.55,0.0,Low Priority,7.26,Low,Standard customer engagement
1241-EZFMJ,1552.45,0.0,Low Priority,7.26,Low,Standard customer engagement
4298-OYIFC,1551.75,0.0,Low Priority,7.26,Low,Standard customer engagement
0756-MPZRL,1550.2,0.0,Low Priority,7.25,Low,Standard customer engagement
0491-KAPQG,1547.7,0.0,Low Priority,7.24,Low,Standard customer engagement
7605-BDWDC,1545.35,0.0,Low Priority,7.23,Low,Standard customer engagement
3205-MXZRA,1545.7,0.0,Low Priority,7.23,Low,Standard customer engagement
1904-WAJAA,1544.4,0.0,Low Priority,7.23,Low,Standard customer engagement
8563-OYMQY,1546.15,0.0,Low Priority,7.23,Low,Standard customer engagement
6370-ZVHDV,1543.3,0.0,Low Priority,7.22,Low,Standard customer engagement
2027-CWDNU,1540.8,0.0,Low Priority,7.21,Low,Standard customer engagement
0723-VSOBE,1539.0000000000002,0.0,Low Priority,7.2,Low,Standard customer engagement
7503-EPSZW,1539.2,0.0,Low Priority,7.2,Low,Standard customer engagement
5914-DVBWJ,1538.1,0.0,Low Priority,7.2,Low,Standard customer engagement
5565-FILXA,1538.4,0.0,Low Priority,7.2,Low,Standard customer engagement
5201-CBWYG,1537.6,0.0,Low Priority,7.19,Low,Standard customer engagement
3181-MIZBN,316.0,0.095,Low Priority,7.18,Low,Standard customer engagement
5760-WRAHC,1534.5,0.0,Low Priority,7.18,Low,Standard customer engagement
7831-QGOXH,1533.6,0.0,Low Priority,7.17,Low,Standard customer engagement
7740-KKCXF,1532.55,0.0,Low Priority,7.17,Low,Standard customer engagement
9170-CCKOU,1533.4,0.0,Low Priority,7.17,Low,Standard customer engagement
8224-IVVPA,1530.9,0.0,Low Priority,7.16,Low,Standard customer engagement
0637-YLETY,1529.6,0.0,Low Priority,7.16,Low,Standard customer engagement
6967-QIQRV,1528.5,0.0,Low Priority,7.15,Low,Standard customer engagement
9208-OLGAQ,1529.1,0.0,Low Priority,7.15,Low,Standard customer engagement
4926-UMJZD,1525.2,0.0,Low Priority,7.14,Low,Standard customer engagement
8903-WMRNW,1526.25,0.0,Low Priority,7.14,Low,Standard customer engagement
6402-SSEJG,1526.25,0.0,Low Priority,7.14,Low,Standard customer engagement
4704-ERYFC,1523.5,0.0,Low Priority,7.13,Low,Standard customer engagement
2481-SBOYW,1525.0,0.0,Low Priority,7.13,Low,Standard customer engagement
9931-DCEZH,1523.2,0.0,Low Priority,7.13,Low,Standard customer engagement
2332-TODQS,1202.4,0.025,Low Priority,7.13,Low,Standard customer engagement
6614-YWYSC,1525.0,0.0,Low Priority,7.13,Low,Standard customer engagement
5337-IIWKZ,1524.9,0.0,Low Priority,7.13,Low,Standard customer engagement
3422-WJOYD,1521.8,0.0,Low Priority,7.12,Low,Standard customer engagement
2569-WGERO,1522.8,0.0,Low Priority,7.12,Low,Standard customer engagement
1389-WNUIB,1520.0,0.0,Low Priority,7.11,Low,Standard customer engagement
3663-MITLP,1518.75,0.0,Low Priority,7.11,Low,Standard customer engagement
6080-LNESI,1262.25,0.02,Low Priority,7.11,Low,Standard customer engagement
6413-XKKPU,1519.8000000000002,0.0,Low Priority,7.11,Low,Standard customer engagement
0125-LZQXK,1520.25,0.0,Low Priority,7.11,Low,Standard customer engagement
3482-ABPKK,1520.4,0.0,Low Priority,7.11,Low,Standard customer engagement
5950-AAAGJ,1517.4,0.0,Low Priority,7.1,Low,Standard customer engagement
9025-ZRPVR,170.54999999999998,0.105,Low Priority,7.1,Low,Standard customer engagement
6584-VQMYT,1517.4,0.0,Low Priority,7.1,Low,Standard customer engagement
0680-DFNNY,1516.5,0.0,Low Priority,7.09,Low,Standard customer engagement
2851-MMUTZ,1516.05,0.0,Low Priority,7.09,Low,Standard customer engagement
1792-UXAFY,1515.5500000000002,0.0,Low Priority,7.09,Low,Standard customer engagement
4237-CLSMM,40.0,0.115,Low Priority,7.09,Low,Standard customer engagement
2144-ESWKO,1513.6,0.0,Low Priority,7.08,Low,Standard customer engagement
0848-ZGQIJ,1514.4,0.0,Low Priority,7.08,Low,Standard customer engagement
7608-RGIRO,1512.8,0.0,Low Priority,7.08,Low,Standard customer engagement
0640-YJTPY,1512.0,0.0,Low Priority,7.07,Low,Standard customer engagement
4385-GZQXV,1511.2,0.0,Low Priority,7.07,Low,Standard customer engagement
7776-QWNFX,1512.0,0.0,Low Priority,7.07,Low,Standard customer engagement
5313-FPXWG,1254.6,0.02,Low Priority,7.07,Low,Standard customer engagement
1945-XISKS,1316.55,0.015,Low Priority,7.06,Low,Standard customer engagement
8201-AAXCB,1508.75,0.0,Low Priority,7.06,Low,Standard customer engagement
8063-RJYNF,1508.0,0.0,Low Priority,7.05,Low,Standard customer engagement
7108-DGVUU,1505.7,0.0,Low Priority,7.04,Low,Standard customer engagement
8028-PNXHQ,1503.5,0.0,Low Priority,7.03,Low,Standard customer engagement
9094-AZPHK,1502.25,0.0,Low Priority,7.03,Low,Standard customer engagement
3256-EZDBI,1501.95,0.0,Low Priority,7.03,Low,Standard customer engagement
0603-TPMIB,1501.55,0.0,Low Priority,7.02,Low,Standard customer engagement
3891-NLXJB,1500.35,0.0,Low Priority,7.02,Low,Standard customer engagement
6292-TOSSS,1245.0,0.02,Low Priority,7.02,Low,Standard customer engagement
9087-EYCPR,1500.0,0.0,Low Priority,7.02,Low,Standard customer engagement
0378-NHQXU,1500.25,0.0,Low Priority,7.02,Low,Standard customer engagement
7989-VCQOH,1498.5,0.0,Low Priority,7.01,Low,Standard customer engagement
8544-JNBOX,1497.6,0.0,Low Priority,7.01,Low,Standard customer engagement
1958-RNRKS,1497.0,0.0,Low Priority,7.0,Low,Standard customer engagement
6215-NQCPY,1495.5,0.0,Low Priority,7.0,Low,Standard customer engagement
4109-CYRBD,1496.4,0.0,Low Priority,7.0,Low,Standard customer engagement
8456-QDAVC,1495.3,0.0,Low Priority,7.0,Low,Standard customer engagement
2039-JONDJ,1497.15,0.0,Low Priority,7.0,Low,Standard customer engagement
7562-GSUHK,1491.2,0.0,Low Priority,6.98,Low,Standard customer engagement
2525-GVKQU,1236.0,0.02,Low Priority,6.98,Low,Standard customer engagement
2999-AANRQ,1492.05,0.0,Low Priority,6.98,Low,Standard customer engagement
2545-LXYVJ,1490.4,0.0,Low Priority,6.97,Low,Standard customer engagement
1293-BSEUN,1490.4,0.0,Low Priority,6.97,Low,Standard customer engagement
7041-TXQJH,1487.4,0.0,Low Priority,6.96,Low,Standard customer engagement
0117-LFRMW,1487.4,0.0,Low Priority,6.96,Low,Standard customer engagement
4785-FCIFB,1488.4,0.0,Low Priority,6.96,Low,Standard customer engagement
4013-TLDHQ,1486.75,0.0,Low Priority,6.96,Low,Standard customer engagement
6892-BOGQE,1483.9,0.0,Low Priority,6.94,Low,Standard customer engagement
1113-IUJYX,1483.3,0.0,Low Priority,6.94,Low,Standard customer engagement
4302-ZYFEL,1417.95,0.005,Low Priority,6.93,Low,Standard customer engagement
0285-INHLN,1478.25,0.0,Low Priority,6.92,Low,Standard customer engagement
6855-VLGOS,1479.6,0.0,Low Priority,6.92,Low,Standard customer engagement
1927-QEWMY,1476.0,0.0,Low Priority,6.91,Low,Standard customer engagement
3230-WYKIR,1476.0,0.0,Low Priority,6.91,Low,Standard customer engagement
4458-KVRBJ,1475.0,0.0,Low Priority,6.9,Low,Standard customer engagement
8713-IGZSO,49.7,0.1112,Low Priority,6.9,Low,Standard customer engagement
5686-CMAWK,1474.75,0.0,Low Priority,6.9,Low,Standard customer engagement
0784-GTUUK,1472.5,0.0,Low Priority,6.89,Low,Standard customer engagement
0947-MUGVO,1473.0,0.0,Low Priority,6.89,Low,Standard customer engagement
1518-OMDIK,1470.15,0.0,Low Priority,6.88,Low,Standard customer engagement
1403-GYAFU,1403.5,0.005,Low Priority,6.87,Low,Standard customer engagement
5995-LFTLE,1467.4,0.0,Low Priority,6.87,Low,Standard customer engagement
2632-TACXW,1466.3,0.0,Low Priority,6.86,Low,Standard customer engagement
6585-WCEWR,1465.2,0.0,Low Priority,6.85,Low,Standard customer engagement
1376-HHBDV,1464.0,0.0,Low Priority,6.85,Low,Standard customer engagement
2263-SFSQZ,1272.45,0.015,Low Priority,6.85,Low,Standard customer engagement
4583-PARNH,1464.8,0.0,Low Priority,6.85,Low,Standard customer engagement
7665-NKLAV,1463.4,0.0,Low Priority,6.85,Low,Standard customer engagement
6207-WIOLX,1465.0,0.0,Low Priority,6.85,Low,Standard customer engagement
7515-LODFU,1400.7,0.005,Low Priority,6.85,Low,Standard customer engagement
0794-YVSGE,1461.6,0.0,Low Priority,6.84,Low,Standard customer engagement
3910-MRQOY,1396.8,0.005,Low Priority,6.83,Low,Standard customer engagement
7083-MIOPC,1458.0,0.0,Low Priority,6.82,Low,Standard customer engagement
4534-WGCIR,1458.6999999999998,0.0,Low Priority,6.82,Low,Standard customer engagement
8229-BUJHX,1455.5,0.0,Low Priority,6.81,Low,Standard customer engagement
1134-YWTYF,1452.6,0.0,Low Priority,6.8,Low,Standard customer engagement
9102-IAYHT,1452.65,0.0,Low Priority,6.8,Low,Standard customer engagement
0112-QAWRZ,1452.8,0.0,Low Priority,6.8,Low,Standard customer engagement
2073-QBVBI,1453.45,0.0,Low Priority,6.8,Low,Standard customer engagement
3398-ZOUAA,1451.1,0.0,Low Priority,6.79,Low,Standard customer engagement
6620-HVDUJ,1450.8000000000002,0.0,Low Priority,6.79,Low,Standard customer engagement
4032-RMHCI,1451.4,0.0,Low Priority,6.79,Low,Standard customer engagement
8854-CCVSQ,1451.7,0.0,Low Priority,6.79,Low,Standard customer engagement
0577-WHMEV,1451.2,0.0,Low Priority,6.79,Low,Standard customer engagement
7471-WNSUF,1449.0,0.0,Low Priority,6.78,Low,Standard customer engagement
8490-BXHEO,1449.9,0.0,Low Priority,6.78,Low,Standard customer engagement
3675-EQOZA,103.25,0.105,Low Priority,6.78,Low,Standard customer engagement
5937-EORGB,1447.5,0.0,Low Priority,6.77,Low,Standard customer engagement
2159-TURXX,100.25,0.105,Low Priority,6.77,Low,Standard customer engagement
0464-WJTKO,1447.2,0.0,Low Priority,6.77,Low,Standard customer engagement
4821-WQOYN,1447.2,0.0,Low Priority,6.77,Low,Standard customer engagement
3500-RMZLT,1444.5,0.0,Low Priority,6.76,Low,Standard customer engagement
7463-IFMQU,1443.6,0.0,Low Priority,6.75,Low,Standard customer engagement
5448-VWNAM,1442.1,0.0,Low Priority,6.75,Low,Standard customer engagement
5075-JSDKI,1442.55,0.0,Low Priority,6.75,Low,Standard customer engagement
5447-VYTKW,1443.15,0.0,Low Priority,6.75,Low,Standard customer engagement
4530-NDRKU,800.1,0.05,Low Priority,6.74,Low,Standard customer engagement
2361-FJWNO,1440.0,0.0,Low Priority,6.74,Low,Standard customer engagement
5730-RIITO,1438.35,0.0,Low Priority,6.73,Low,Standard customer engagement
1599-EAHXY,1437.0,0.0,Low Priority,6.72,Low,Standard customer engagement
2507-QZPQS,1435.5,0.0,Low Priority,6.72,Low,Standard customer engagement
4277-BWBML,1436.4,0.0,Low Priority,6.72,Low,Standard customer engagement
7184-LRUUR,1435.5,0.0,Low Priority,6.72,Low,Standard customer engagement
2129-ALKBS,1048.0,0.03,Low Priority,6.7,Low,Standard customer engagement
9661-JALZV,1432.6,0.0,Low Priority,6.7,Low,Standard customer engagement
0784-ZQJZX,1432.8,0.0,Low Priority,6.7,Low,Standard customer engagement
2311-QYMUQ,1431.2,0.0,Low Priority,6.7,Low,Standard customer engagement
2429-AYKKO,1429.2,0.0,Low Priority,6.69,Low,Standard customer engagement
0732-OCQOC,1302.6,0.01,Low Priority,6.69,Low,Standard customer engagement
7853-WNZSY,19.75,0.11,Low Priority,6.69,Low,Standard customer engagement
4946-EDSEW,211.75,0.095,Low Priority,6.69,Low,Standard customer engagement
5315-CKEQK,1428.0,0.0,Low Priority,6.68,Low,Standard customer engagement
0264-CNITK,1427.1,0.0,Low Priority,6.68,Low,Standard customer engagement
7606-BPHHN,1425.6,0.0,Low Priority,6.67,Low,Standard customer engagement
2607-DHDAK,1425.6,0.0,Low Priority,6.67,Low,Standard customer engagement
6927-WTFIV,1426.0,0.0,Low Priority,6.67,Low,Standard customer engagement
6261-LHRTG,1423.5,0.0,Low Priority,6.66,Low,Standard customer engagement
4957-SREEC,1424.5,0.0,Low Priority,6.66,Low,Standard customer engagement
3454-JFUBC,1360.0,0.005,Low Priority,6.66,Low,Standard customer engagement
1697-LYYYX,1165.1,0.02,Low Priority,6.65,Low,Standard customer engagement
3315-IKYZQ,1422.4,0.0,Low Priority,6.65,Low,Standard customer engagement
5893-KCLGT,1422.0,0.0,Low Priority,6.65,Low,Standard customer engagement
6583-KQJLK,1419.75,0.0,Low Priority,6.64,Low,Standard customer engagement
6928-ONTRW,1418.4,0.0,Low Priority,6.64,Low,Standard customer engagement
2812-ENYMO,1418.3,0.0,Low Priority,6.64,Low,Standard customer engagement
0404-AHASP,1418.4,0.0,Low Priority,6.64,Low,Standard customer engagement
0655-YDGFJ,1419.5500000000002,0.0,Low Priority,6.64,Low,Standard customer engagement
5356-KZCKT,1418.1,0.0,Low Priority,6.63,Low,Standard customer engagement
6661-EIPZC,1416.0,0.0,Low Priority,6.62,Low,Standard customer engagement
5468-BPMMO,901.6,0.04,Low Priority,6.62,Low,Standard customer engagement
6087-MVHJH,1415.2,0.0,Low Priority,6.62,Low,Standard customer engagement
6174-NRBTZ,1414.5,0.0,Low Priority,6.62,Low,Standard customer engagement
8361-LBRDI,1412.3000000000002,0.0,Low Priority,6.61,Low,Standard customer engagement
6877-LGWXO,1413.9,0.0,Low Priority,6.61,Low,Standard customer engagement
1073-XXCZD,1413.5,0.0,Low Priority,6.61,Low,Standard customer engagement
3973-SKMLN,1412.9,0.0,Low Priority,6.61,Low,Standard customer engagement
3642-BYHDO,1412.9,0.0,Low Priority,6.61,Low,Standard customer engagement
1052-QJIBV,1412.9,0.0,Low Priority,6.61,Low,Standard customer engagement
5902-WBLSE,1410.5,0.0,Low Priority,6.6,Low,Standard customer engagement
1047-NNCBF,1411.0,0.0,Low Priority,6.6,Low,Standard customer engagement
8807-OPMBM,1410.75,0.0,Low Priority,6.6,Low,Standard customer engagement
6833-JMZYP,1410.0,0.0,Low Priority,6.6,Low,Standard customer engagement
6615-NGGZJ,1407.7,0.0,Low Priority,6.59,Low,Standard customer engagement
4817-KEQSP,1409.35,0.0,Low Priority,6.59,Low,Standard customer engagement
1591-XWLGB,1409.35,0.0,Low Priority,6.59,Low,Standard customer engagement
1166-PQLGG,1407.6,0.0,Low Priority,6.59,Low,Standard customer engagement
6017-PPLPX,1409.0,0.0,Low Priority,6.59,Low,Standard customer engagement
1043-YCUTE,1408.4,0.0,Low Priority,6.59,Low,Standard customer engagement
1623-NLDOT,1409.1,0.0,Low Priority,6.59,Low,Standard customer engagement
3996-ZNWYK,1405.8,0.0,Low Priority,6.58,Low,Standard customer engagement
0831-JNISG,1405.8,0.0,Low Priority,6.58,Low,Standard customer engagement
2739-CACDQ,1405.0500000000002,0.0,Low Priority,6.57,Low,Standard customer engagement
8496-EJAUI,1403.15,0.0,Low Priority,6.56,Low,Standard customer engagement
3621-CEOVK,1402.8,0.0,Low Priority,6.56,Low,Standard customer engagement
0236-HFWSV,1400.25,0.0,Low Priority,6.55,Low,Standard customer engagement
4465-VDKIQ,1400.4,0.0,Low Priority,6.55,Low,Standard customer engagement
3173-WSSUE,1398.7,0.0,Low Priority,6.54,Low,Standard customer engagement
6980-CDGFC,1396.95,0.0,Low Priority,6.54,Low,Standard customer engagement
3402-XRIUO,1398.1,0.0,Low Priority,6.54,Low,Standard customer engagement
2908-WGAXL,1397.2,0.0,Low Priority,6.54,Low,Standard customer engagement
4086-WITJG,1398.7,0.0,Low Priority,6.54,Low,Standard customer engagement
6625-FLENO,1203.5,0.015,Low Priority,6.53,Low,Standard customer engagement
8450-UYIBU,1394.75,0.0,Low Priority,6.53,Low,Standard customer engagement
2848-YXSMW,1396.8,0.0,Low Priority,6.53,Low,Standard customer engagement
1322-AGOQM,1393.8,0.0,Low Priority,6.52,Low,Standard customer engagement
7695-PKLCZ,1394.0,0.0,Low Priority,6.52,Low,Standard customer engagement
4597-ELFTS,1394.4,0.0,Low Priority,6.52,Low,Standard customer engagement
7558-IMLMT,1393.6,0.0,Low Priority,6.52,Low,Standard customer engagement
0902-XKXPN,1393.8,0.0,Low Priority,6.52,Low,Standard customer engagement
6980-IMXXE,1393.8,0.0,Low Priority,6.52,Low,Standard customer engagement
2718-YSKCS,1391.6,0.0,Low Priority,6.51,Low,Standard customer engagement
7517-SAWMO,1390.8,0.0,Low Priority,6.51,Low,Standard customer engagement
7673-BQGKU,1390.35,0.0,Low Priority,6.5,Low,Standard customer engagement
3976-HXHCE,1389.6,0.0,Low Priority,6.5,Low,Standard customer engagement
5787-KXGIY,1389.6,0.0,Low Priority,6.5,Low,Standard customer engagement
8285-ABVLB,1389.5,0.0,Low Priority,6.5,Low,Standard customer engagement
2108-GLPQB,1388.75,0.0,Low Priority,6.5,Low,Standard customer engagement
8626-XHBIE,1388.8,0.0,Low Priority,6.5,Low,Standard customer engagement
6060-QBMGV,1389.5,0.0,Low Priority,6.5,Low,Standard customer engagement
3606-TWKGI,1389.7,0.0,Low Priority,6.5,Low,Standard customer engagement
0048-PIHNL,1002.05,0.03,Low Priority,6.49,Low,Standard customer engagement
8898-KASCD,1386.4499999999998,0.0,Low Priority,6.49,Low,Standard customer engagement
2075-PUEPR,1064.25,0.025,Low Priority,6.48,Low,Standard customer engagement
0505-SPOOW,1386.0,0.0,Low Priority,6.48,Low,Standard customer engagement
3372-KWFBM,1385.6,0.0,Low Priority,6.48,Low,Standard customer engagement
8750-QWZAJ,1386.0,0.0,Low Priority,6.48,Low,Standard customer engagement
7395-IGJOS,1385.5,0.0,Low Priority,6.48,Low,Standard customer engagement
5989-OMNJE,1382.4,0.0,Low Priority,6.47,Low,Standard customer engagement
1183-CANVH,1380.0,0.0,Low Priority,6.46,Low,Standard customer engagement
5989-PGKJB,1380.0,0.0,Low Priority,6.46,Low,Standard customer engagement
3279-DYZQM,1380.95,0.0,Low Priority,6.46,Low,Standard customer engagement
7758-UJWYS,1378.6999999999998,0.0,Low Priority,6.45,Low,Standard customer engagement
9069-LGEUL,1378.85,0.0,Low Priority,6.45,Low,Standard customer engagement
8263-OKETD,1378.0,0.0,Low Priority,6.45,Low,Standard customer engagement
7706-YLMQA,1379.0,0.0,Low Priority,6.45,Low,Standard customer engagement
2519-TWKFS,1377.5,0.0,Low Priority,6.44,Low,Standard customer engagement
8232-UTFOZ,1376.55,0.0,Low Priority,6.44,Low,Standard customer engagement
1840-BIUOG,1374.0,0.0,Low Priority,6.43,Low,Standard customer engagement
3633-CDBUW,1374.4499999999998,0.0,Low Priority,6.43,Low,Standard customer engagement
0397-ZXWQF,1373.5,0.0,Low Priority,6.43,Low,Standard customer engagement
9537-JALFH,1373.1,0.0,Low Priority,6.42,Low,Standard customer engagement
9402-ORRAH,1372.5,0.0,Low Priority,6.42,Low,Standard customer engagement
3703-TTEPD,1372.35,0.0,Low Priority,6.42,Low,Standard customer engagement
6248-BSHKG,1244.4,0.01,Low Priority,6.42,Low,Standard customer engagement
9593-CVZKR,1369.2,0.0,Low Priority,6.41,Low,Standard customer engagement
5451-MHQOF,1369.2,0.0,Low Priority,6.41,Low,Standard customer engagement
5453-AXEPF,1368.5,0.0,Low Priority,6.4,Low,Standard customer engagement
